URL,更新日,タイトル,本文
https://ishiharakaori-fc.com/news/?id=567,2026/06/26,7月6日(月)20：00〜「石原夏織のCarry up!? NEXT」FC限定パート #33 配信します！,「石原夏織のCarry up!? NEXT」のFC限定パート #33 7月6日(月)20：00〜 より配信します！ 配信はこちらから→ ＃33 配信 アーカイブは、 MOVIEページ ・ 特設ページ からご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=568,2026/06/28,夏織ちゃんからブログが届きました！,夏織ちゃんからブログが届きました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=569,2026/07/01,かおみくじ更新！,「かおみくじ」に新しいおみくじが追加！ 是非、おみくじを引いてみてくださいね✨ ▷ 「かおみくじ」を引く
https://ishiharakaori-fc.com/news/?id=570,2026/07/01,AR CAMERAのフレーム Vol.49・50を更新☆,AR CAMERAのフレームを更新しました☆ キュートな夏織姫です🎋🩵 是非、色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=571,2026/07/03,【スタッフブログ】明日は「夏織姫と七夕祭り🌠」,【スタッフブログ】明日は「夏織姫と七夕祭り🌠」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=572,2026/08/05,【2次募集】hand in hand 会員限定「 夏織学園 -Side Story- ～ハロウィン校外学習～ in 千葉」開催！,hand in hand 会員限定 夏織学園 -Side Story- ～ハロウィン校外学習～ in 千葉 2次募集スタート！ 夏織ちゃんの地元、千葉県の自然豊かな農園リゾートでの特別なハロウィンイベント🎃の開催が決定しました！ お泊まりコース・日帰りコースの特別なツアーとなっています！ みんなで仮装やBBQをしたり、、夜はハロウィンナイト👻を楽しんだり... 夏織ちゃんと一緒に、夏織学園の秋の校外学習に行きませんか？ ◆日程 Aプラン ：お泊まりコース 1泊2日 夕・朝・昼食付き 2026年10月31日(土)〜11月1日(日) Bプラン ：日帰りコース 昼食付き 2026年11月1日(日) ☆京成成田駅集合のバスツアーです ◆場所 THE FARM(ザ・ファーム) (千葉県香取市西田部 1309 29) ツアー応募内容 ※本プランは抽選となります 二次募集期間：2026年8月5日（水）18:00～8月26日（水）23:59まで 一次募集期間：2026年7月4日（土）21:00～7月20日（月・祝）23:59まで ＊終了しました 先着順ではございません。抽選での受付となります。（受付＝予約確定ではありません） 応募状況や抽選結果のお問い合わせには、一切お答えできませんので、あらかじめご了承ください。 お申込みの結果は、 2026年9月2日(水) 以降、「抽選結果通知」としてEメールにてお申込み代表者様へご連絡いたします。 E-mail： tourdesk04@or.knt.co.jp ★お申込みいただく前に＜or.knt.co.jp＞のドメイン設定をお願いいたします。 募集期間内であれば、いつお申込みいただいても同条件となります。 重複でのお申込みは無効とさせていただきます。（お申込み代表者を入れ替えてのお申込みも無効とさせていただきます。） プラン空き状況 ツアーポイント お泊まり・日帰りコース共通 ・夏織ちゃんとBBQ🍖 ・みんなでハロウィン謎解き&宝探し！💎 ・夏織ちゃんとのグループ写真撮影📷 ・ツアー参加者限定 オリジナルグッズプレゼント🎁 お泊まりコース限定 ・夏織ちゃんと夕食&お菓子パーティー🍛🍬🍿 ・夏織ちゃんとハロウィンクラフト体験🎃 ・夏織ちゃんのハロウィンナイトお部屋訪問🏠👻 ※ツアーポイントは変更になる場合はございます ご参加の皆様へ 🎃 仮装に関するお願い 🎃 両日とも、仮装は強制ではございません。個人個人、お好きなようにお楽しみください。 火のそばでも安全な服装をおすすめします！ 当日はカレー作りやキャンプファイヤー、BBQなど火を扱うアクティビティがございます。 仮装のルールとして「絶対にNG」というわけではありませんが、ヒラヒラとした装飾の多い服や、引火しやすい素材（チュールやフリースなど）は、火の粉で穴が空いたり引火したりする危険があります。また、煙の匂いや汚れがついてしまう可能性もございますので、「汚れてもよく、火のそばでも安全で動きやすい服装」や「脱ぎ着ができる服装」でのご参加を推奨いたします。 お顔がわかる仮装をお願いします。防犯・安全管理の観点から、お顔を完全に覆い隠すフルフェイスマスクやヘルメット、顔全体を覆うような特殊メイクなどはお控えください。 マナーを守った仮装をお願いします。過度な露出があるもの、他のお客様を不快にさせる恐れのあるもの、公序良俗に反する仮装はご遠慮ください。 権利侵害にご注意ください。特定のキャラクターやブランドの権利を侵害する恐れのあるもの、公的な制服（警察官、消防士など）と見間違えるような仮装はお控えください。 行程表 Aプラン：お泊まりコース イベント内容やスケジュールは天候などにより現地にて変更となる場合がございます。予め、ご了承ください。 発着時間は変更になることがあります。 ※石原さんはバスに乗車しません。 Bプラン：日帰りコース イベント内容やスケジュールは現地にて変更となる場合がございます。予め、ご了承ください。 発着時間は変更になることがあります。 ※石原さんはバスに乗車しません。 ご旅行代金・条件 Aプラン：ご旅行代金（大人･小人（小学生以上）同額・お一人様あたり） ※1名1室利用はお受けできません。 ※グランピングを3名以上1室でご利用の場合は寝袋もご利用いただきます。詳細は「宿泊施設について」をご確認ください。 ・お泊まりコースの方は、無料で「おふろ café かりんの湯」をご利用いただけます。営業時間：7:00〜24:00(最終入館23:00) ・朝食はビュッフェとなります(指定時間制)。 Bプラン：ご旅行代金（大人･小人（小学生以上）同額・お一人様あたり） 宿泊設備について（Aプラン） ファームコテージ設備: お風呂、洋式トイレ、エアコン、キッチン、ハンモック、テレビ、冷蔵庫(冷凍庫付き)、電気ケトル、ハンガーラック、 ドライヤー、シャンプー、コンディショナー、ボディソープ 、スリッパ、セミダブルベッド×２、シュラフ（寝袋）×２、和布団×２・サーキュレーター、 加湿空気清浄機、フェイスタオル・バスタオル・ハブラシセット ハビタ設備: シャワー（バスタブは有りません）、トイレ、テーブル×2、チェア×5、セミダブルベッド×２、ソファ、寝具（和布団×3）、エアコン、ペレットストーブ、冷蔵庫（冷凍機能なし）、電子レンジ、クッション、スクリーン、プロジェクター、Wi-Fi、コップ5個、ケトル、マジックソープ（ハンドソープ、化粧落とし、洗顔等、食器洗い等に利用可）、バスタオル、フェイスタオル、歯ブラシ、ドリップコーヒー グランピング設備: セミダブルベッド×２、寝袋×２、ローテーブル、デッキチェア×２、ハンモック、エアコン、フェイスタオル、はみがきセット、コーヒー、ティーセット、ミネラルウォーター、バス・トイレなし（グランピングラウンジ内のトイレをご利用ください）3名以上1室利用の場合、寝袋もご利用いただきます 参加条件 石原夏織 オフィシャルファンクラブ「hand in hand」会員であること。(同伴者は最大4名まで一緒にお申込みいただけますが、全員が会員であることが条件となります。) お申込み期間中までに、石原夏織オフィシャルファンクラブ『hand in hand』会員にご入会（=ご入金）いただき会員番号が発行された方且つ、有効期限が2026年11月末以降の方がお申込み対象となります。(月額コースの方は、会員有効期限が申込み月から当選発表時及びツアー当日まで会員の方。)ただし後述の通りツアー当日に会員有効期限が切れている方は、ツアーに当選された方でもツアーに参加できませんので、それまでに有効期限が切れるお客様は、必ず継続（=入金）手続きをお願いいたします。 ※お申込み締め切り間際にご入会（=入金）されますと、会員番号の発行に時間がかかるため、お申込みに間に合わない場合がございます。余裕をもってご入会をお願いします。 ※有効期限が切れている方は、ツアーに当選された方でもツアーに参加できませんので、継続（=入金）手続きをお願いいたします。 ツアー当日に会員認証を行います。ツアー当日（当月）に会員期限が切れている場合は、ご参加いただけませんのでご注意ください。 石原夏織オフィシャルファンクラブ『hand in hand』の会員の方で、条件を満たしていれば日本国外居住の方もご参加いただけますが、下記ご留意いただきますようお願いいたします。 ①日本への入国に際して、外務省の公式HPに記載の入国情報を必ずご確認ください。 ②外国語対応はできません。日本語での書面や案内がご理解できない場合はお受けできません。 ③ツアー抽選当選後にあっても、入国ができない場合は既定のキャンセルチャージが発生いたします。 未就学児はご参加いただけません。 身分証明書は下記のいずれかをご持参ください。 運転免許証、パスポート、マイナンバーカード等 ※写真付き身分証明書をお持ちでない方は、お名前を確認できるものを2点ご持参ください (コピー不可) ＜保険証・クレジットカード・銀行のキャッシュカード・学生証・社員証・住民票 等＞ ※有効期限切れの身分証明書ではご参加できませんので、ご注意ください。 旅行代金に含まれるもの ・宿泊代（Aプランのみ）※宿泊施設の設備は別掲 ・日程表に記載の食事代金（Aプラン：朝食1回、昼食1回、夕食1回、Bプラン：朝食なし、昼食1回、夕食なし） ・バーベキュー場貸切利用料金 ・専用バス代 ・イベント参加費用（Aプラン：ハロウィンクラフト、謎解き、宝探し / Bプラン：謎解き、宝探し） ・有料道路代・駐車場代 ・かりんの湯入浴料金（Aプランのみ） ・添乗員諸費用 ・諸税 ※上記各費用はお客様の都合により一部利用されなくても払い戻しいたしません。 旅行代金に含まれないもの 上記以外は旅行代金に含まれませんが、参加に当たって通常必要となる費用をご案内します。 ・個人的な費用（日程に明示されていない飲食代、クリーニング代、電話代） ・ご自宅～集合・解散地間の交通費 ・任意の国内旅行保険料 ・傷害・疾病に関する医療費 ・その他旅行代金に含まれるものに記載のない一切の費用 集合写真・グループ写真撮影について ・撮影はイベント主催者が用意したカメラにてスタッフが行います。 ・お客様の私物での撮影は禁止とさせていただきます。 ・お客様都合での撮り直しは致しかねます、ご了承ください。 ・撮影した写真は、後日お申込み時にご登録のメールアドレス宛にお送りいたします。 ・どなたかが目をつむってしまう等の場合を想定して写真は複数枚撮影しますが、イベント主催者が選択した1枚のみをお送りいたします。あらかじめご了承ください。 相部屋について 今回のご旅行は男女別にて相部屋を受け付けます。相部屋に関しては下記条件にて弊社にて決めさせていただきますので、予めご了承の上、申込みくださいます様お願いいたします。相部屋は定員でのご利用となります。グランピングの相部屋は寝袋もご利用いただきます。他に相部屋希望の方がいらっしゃらないなど、結果的に1室が定員に満たない場合でも旅行代金は変わりません。 ・同室者については、他の同性の相部屋希望者から、弊社にて決めさせていただきます。 ・例えば2名様でのお申込みでも、4名1室の相部屋をご希望いただくことも可能です。 ・同室者へのご要望（例：喫煙の有無、年齢）はお受けできませんので予めご了承ください。 ・弊社から同室者の個人情報を、他の同室者へお伝えすることはありません。 ・同室者の変更等はお受けできません。 お客様の肖像権について ・本ツアー中にイベント主催者が写真撮影・映像撮影を行った場合、各種WEBサイトやSNSなどに個人を特定できない形で使用させていただきます。 ・本イベントの参加者は、参加者ご自身も撮影される可能性があります。撮影及び映像使用協力をよろしくお願いします。 その他、詳しい内容や注意事項は申込先の近畿日本ツーリスト募集ページにて記載しています。 お申し込みの前に必ず全ての注意事項をご確認の上、お申し込みください。 申込フォーム ◆ ツアー詳細・申込はこちら ◆ ◆ 新規ご入会はこちら ◆ ★ファンクラブにご入会されていない方へ チケット申込受付期間内に、ファンクラブへの入会手続き（会員登録・入金完了まで）をいただきますとツアーのお申込みが可能です！ ※入金確認が取れず仮登録状態の場合、ツアー申込対象外となります ※ツアーのお申込みには一定の手続きが必要となりますので、入会手続き（会員登録・入金完了まで）は時間に余裕をもってお手続きください お問い合わせ 近畿日本ツーリスト株式会社 トラベルサービスセンター東日本 『夏織学園 -Side Story- ～ハロウィン校外学習～ in 千葉』事務局 〒135-0062 東京都江東区東雲1-7-12 KDX豊洲グランスクエア 3階 TEL：0570-064-205 FAX：03-6730-3230 ※ひかり電話からはご使用いただけません。 E-mail： tourdesk04@or.knt.co.jp ★お申込みいただく前に＜or.knt.co.jp＞のドメイン設定をお願いいたします。 ※休業日・営業時間外にお送りいただいたお問い合わせは、翌営業日以降の返信となります。 営業日・営業時間 月～金 10:00～17:00 ※土・日・祝日はお休み ※お取り消し、変更の連絡が休業日・営業時間外の場合は、翌営業日の扱いとなりますので、あらかじめご了承ください。
https://ishiharakaori-fc.com/news/?id=573,2026/07/05,「夏織姫と七夕祭り🎋 in 浅草花やしき」 終了後コメント with 果林ちゃんを更新！,MOVIE『「夏織姫と七夕祭り🎋 in 浅草花やしき」 終了後コメント with 果林ちゃん』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=574,2026/07/07,『Ani-PASS Plus #17』撮影オフショット1 を更新！,MOVIE『『Ani-PASS Plus #17』撮影オフショット1』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=575,2026/07/09,『Ani-PASS Plus #17』撮影オフショット2 を更新！,MOVIE『『Ani-PASS Plus #17』撮影オフショット2』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=576,2026/07/11,【ゆいかおり】「一夜限りのスペシャルイベント」開催日決定！ 石原夏織FC「hand in hand」先行受付中！,"CONCEPT 2017年6月の音楽活動休止から、約10年。 その節目を迎える来年、2027年5月。 小倉 唯・石原夏織 が、 待望のスペシャルイベントを開催します。 それぞれの道を歩み続けたふたりが、 再びゆいかおりとして ステージに立つ、特別なひととき。 おとなになったふたりの「ゆいかおり」に、 ぜひ立ち会ってください。 SCHEDULE YUIKAORI Anniversary Party 〜One Night Reunion〜 ●日時 2027年5月9日（日） 開場 17:00 / 開演 18:00 ●会場 SGC HALL ARIAKE 会場情報はこちら ●出演 小倉 唯 / 石原夏織 ●主催 ゆいかおり制作委員会 ●お問い合わせ DISK GARAGE お問い合わせはこちら TICKET ●SS席(グッズ付き) ¥18,000 (税込) (SS席・バルコニーSS席・車椅子SS席) ※グッズの内容・絵柄は後日発表 ●S席(グッズ付き) ¥15,000 (税込) (S席・車椅子S席) ※グッズの内容・絵柄は後日発表 ●A席(グッズ付き) ¥13,000 (税込) (A席・車椅子A席) ※グッズの内容・絵柄は後日発表 ★座席イメージは、 ゆいかおりイベント特設サイト をご確認ください FANCLUB 石原夏織オフィシャルファンクラブ「hand in hand」会員先行 先行受付期間：2026年7月11日(土)22:00〜9月27日(日)23:59 当選発表日：9月30日(水) 入金期間：10月1日(木)〜10月5日(月) 枚数制限：お一人様 2枚まで (同行者非会員可) ★お申込み前に必ずご確認ください 本先行は、石原夏織 オフィシャルファンクラブ「hand in hand」会員限定の受付です。 ・お申込み時および公演当日まで、有効な会員資格を継続されている方がご入場の対象となります。 ・公演日より前に退会された場合や会員有効期限が切れた場合は、ご当選・ご購入後であってもご入場いただけません。その際の返金・補償はいたしかねます。 ・会員期限が公演日（2027年5月9日）より前に満了する場合は、お早めに継続手続きをお願いいたします。 ◆ チケット申込に進む(イープラス) ◆ ◆ 新規ご入会はこちら ◆ ★ファンクラブにご入会されていない方へ チケット申込受付期間内に、ファンクラブへの入会手続き（会員登録・入金完了まで）をいただきますとチケットのお申込みが可能です！ ※入金確認が取れず仮登録状態の場合、チケット申込対象外となります ※チケットのお申込みには一定の手続きが必要となりますので、入会手続き（会員登録・入金完了まで）は時間に余裕をもってお手続きください ATTENTION ・未就学児の入場はできません。 ・開場・開演時刻は変更になる場合がございます。それに伴うチケット代・交通費等の払い戻しはいたしません。あらかじめご了承ください。 ・入場時に手荷物検査を実施させていただく場合がございます。 ・場内でのカメラ・スマートフォン・テープレコーダーによる写真撮影、録音は絶対におやめください。万が一、行為を発見した場合はデータ没収のうえご退場いただきます。 ・サイリウムについては、改造や長物は禁止とさせていただきます。常識の範囲内でのご使用をお願いいたします。 ・アルコール類の持込、および飲酒してのご入場は固くお断りいたします。 ・会場内にカメラが設置される場合がございますのであらかじめご了承ください。 ・チケットの転売・譲渡の行為は禁止いたします。また、転売によるトラブルについては一切の責任を負いません。 ・本人確認を行う場合がございますので、購入者ご本人様であることを証明できる顔写真付の身分証明書を必ずお持ちください。（運転免許証／パスポート／学生証など。コピーや期限切れ、社員証、taspoは不可） ・ご本人確認ができない場合や、転売や譲渡等が発覚した場合はご退場いただきます。その際、チケット代金の返金・交通費等の負担はいたしません。 ・チケットの紛失・盗難・忘れ等があっても一切の対応はできません。 ・会場周辺での座り込み集会等は、他のお客様のご迷惑となりますので禁止いたします。 ・会場周辺での徹夜待機は近隣へのご迷惑となりますので必ずお控えくださいますようお願いいたします。 ・会場へのお問合せはご遠慮ください。 ・出演者の出待ち、追いかけ行為は禁止いたします。 車椅子席についてのご注意 ・車椅子席は、原則として車椅子をご利用されている方に限らせていただきます。 ・車椅子での観覧をご希望のお客様は、車椅子席をお申込みください。付き添いとして同行される方（1名まで）もチケットが必要です。 ・複数枚お申込みの場合は、車椅子の方とその付添人の方でお申込みいただけます。車椅子の方をご来場者様に含まない場合は、ご入場をお断りさせていただく場合がございます。何卒ご了承ください。 ・付き添いがいなくても車椅子席を1枚でお申込みは可能となりますが、基本的にはお付き添いの方もご一緒にご来場いただくようお願い致します。災害時・緊急時にスタッフのお手伝いが遅れることも考えられますので、予めご了承ください。 ・お客様のご都合で、車椅子席から他の席種、または他の席種から車椅子席への振り替えは出来ませんので、予めご了承ください。 ・当日は係員の指示に従っていただきますようお願いいたします。 ・車椅子席はステージの見やすさをお約束したものではありませんことを予めご了承ください。 ・駐車場や降車場所につきましては、会場側の規則・サービス提供により確保されている場合を除き、車椅子来場者のために優遇確保する駐車場・降車場所はございません。車でご来場される際はご自身で近隣のコインパーキングなどをお探し下さい。 ・車椅子席をご購入いただいた際には、車いすのタイプに関してアンケートにご回答いただく必要がございます。（例：手動、電動、ストレッチャータイプ、大型タイプ） ・車椅子席を複数枚ご購入いただいた際には、同行者様のアンケートにご回答いただく必要がございます。（例：同行者が、車椅子 or 付き添い）"
https://ishiharakaori-fc.com/news/?id=577,2026/07/11,「Animelo Summer Live 2026 -Messenger-」DAY2 終了後コメントを更新！,MOVIE『「Animelo Summer Live 2026 -Messenger-」DAY2 終了後コメント』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=578,2026/07/17,7月20日(月)20：00〜「石原夏織のCarry up!? NEXT」FC限定パート #34 配信します！,「石原夏織のCarry up!? NEXT」のFC限定パート #34 7月20日(月)20：00〜 より配信します！ 配信はこちらから→ ＃34 配信 アーカイブは、 MOVIEページ ・ 特設ページ からご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=579,2026/07/17,【STAFF BLOG】七夕祭りとアニサマDAY2のお話,【STAFF BLOG】七夕祭りとアニサマDAY2のお話 を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=580,2026/07/24,8月3日(月)20：00〜「石原夏織のCarry up!? NEXT」FC限定パート #35 配信します！,「石原夏織のCarry up!? NEXT」のFC限定パート #35 8月3日(月)20：00〜 より配信します！ 配信はこちらから→ ＃35 配信 アーカイブは、 MOVIEページ ・ 特設ページ からご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=581,2026/07/31,"くるくる動画 ""ASOVIVA ライブビジュアル ver"" を更新！","MOVIE『くるくる動画 ""ASOVIVA ライブビジュアル ver""』を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=582,2026/07/31,"くるくる動画 ""アニサマ2026 ver"" を更新！","MOVIE『くるくる動画 ""アニサマ2026 ver""』を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=583,2026/08/01,8月6日(木)「hand in hand」会員限定生配信を行います！,8月6日(木)20時頃より、 「hand in hand」会員限定生配信が決定しました🩵 夏織ちゃんのお誕生日をみんなでお祝いしましょう🍣🍰🍴 さらに、配信内でご紹介する「夏織ちゃんへのお祝いメッセージ＆イラスト＆写真」を大募集！ 募集期間：〜8月6日(木)お昼12時まで ご応募はこちら お楽しみに〜！！！ 配信概要 配信日時 2026年8月6日(木)20時頃〜 配信開始予定 *時間が前後する可能性がございます ※配信直前は混雑が予想されます。配信開始の15～20分前などお早めにログインのうえ配信開始をお待ちください。 ※配信が始まると、動画は自動的に開始いたします。過度なリロードはサイトへの負荷となりますので、お控えいただきますようお願いいたします。 チャット機能について ※チャットに参加する場合は、名前、利用規約とプライバシーポリシーに同意のチェックを入れ、登録を押し、その後にメッセージを入力してください。（チャット上にお名前が表示されない場合は、メッセージ内にもお名前をいれてください ※任意） ※チャット機能は会話に参加するほかのユーザーへの思いやりを忘れずにお楽しみください。 注意事項 ※ご視聴には、石原夏織 オフィシャルファンクラブ「hand in hand」への有料会員登録が必要となります。ご視聴を希望される方は、配信開始までに会員登録・入金完了までお手続きをお済ませください。 ※生配信のため、通信エラー等により配信が途切れる場合がございます。予めご了承ください。 ※本コンテンツは視聴専用となりダウンロードは出来ません。録画・スクリーンショットなどは禁止とさせていただきます。 ※視聴が出来ない方はブラウザを変えてお試しください。 ※機種や端末、ブラウザによって表示が異なる為、再生ボタンやチャットが表示されない場合がございます。その際はブラウザを変えてお試しくださいませ。 ※Androidをご利用されている場合はChrome等にブラウザを変えてお試しください。 ※Wi-Fi環境にてご視聴いただく事を強くお勧めいたします。 ◆ 配信ページはこちら ◆ 新規ご入会はこちら
https://ishiharakaori-fc.com/news/?id=584,2026/08/06,Happy Birthday Kaori! 2026 を更新！,MOVIE『Happy Birthday Kaori! 2026』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=588,2026/08/10,8月17日(月)20：00〜「石原夏織のCarry up!? NEXT」FC限定パート #36 配信します！,「石原夏織のCarry up!? NEXT」のFC限定パート #36 8月17日(月)20：00〜 より配信します！ 配信はこちらから→ ＃36 配信 アーカイブは、 MOVIEページ ・ 特設ページ からご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=589,2026/08/14,会報16号、発行決定！アンケート募集・発送先住所確認のお願い,9月末に、会報16号の発行が決定しました♪ 会報16号発行を記念して、「ハンズと夏織の夏休み🌻」の募集を行います！ この夏、夏織ちゃんが出演するイベント・ライブに参加した感想や、みなさんそれぞれの夏休みの思い出などを送ってください！ ●テーマ 「ハンズと夏織の夏休み🌻」 ※会報誌やSNSに掲載される可能性がありますので、掲載しても問題のない内容でお願いいたします。 ●締切 2026年8月25日（火）23：59まで アンケートはこちら _＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿ 会報誌を確実に皆さまのお手元に届けるために、必ず下記をご一読いただきますようお願いいたします。 ◆発送日 2026年9月30日（水）より順次発送を予定しております。 ※1週間〜10日ほどかけて到着となります ◆発送対象 ・「hand in hand」 年額コース 有効会員の方 ・2026年9月30日（水）までに 年額コース へ会員登録・入金完了までお手続きをお済ませいただいた方 ◆発送先住所確認のお願い 会報誌の発送に伴い、お引越しをされた方、お引越し予定の方は、期間内に必ず住所変更のお手続きをお願いいたします。 ※住所変更期間が短くなっておりますので、ご注意ください ＜確認期間＞ 2025年9月13日（日）23:59まで ＜確認・変更方法＞ ログイン後、MYPAGE内 会員情報にてご確認・変更ください ※確認期間内に住所変更がされていなかった場合・住所不明による未着や紛失等があった場合、再送のご対応はできかねます。あらかじめご了承ください。 ◆未着問合せ期間のご案内 時間がたってもお手元に会報誌が届かない場合は、以下の期間中に「お問い合わせ」よりご連絡ください。 ＜未着問い合わせ期間＞ 2026年10月12日（月）〜10月25日（日）23:59まで ※ゆうメール、ポスト投函でのお届けとなります。 ※上記期間以外のお問い合わせにつきましては、ご対応いたしかねますのでご注意ください。 ※再送対応にお時間をいただいてしまう可能性がございます。予めご了承ください。
https://ishiharakaori-fc.com/news/?id=590,2026/08/16,8月23日(日)開催 石原夏織 LIVE 2026「ASOVIVA!!!」会場限定ファンクラブキャンペーンの実施が決定！,石原夏織 LIVE 2026「ASOVIVA!!!」にて会場限定ファンクラブキャンペーンの実施が決定！ ライブ特設サイト： http://ishiharakaori.com/LIVE2026-ASOVIVA ①新規入会キャンペーン イベント当日、会場のファンクラブブースで入会手続きを完了いただいた方には、 『オリジナルカップスリーブ』 をプレゼント！ さらに、年額コースご入会の方には、 『会報誌バックナンバー』 をプレゼント！ ②お友達紹介キャンペーン イベント当日、ハンズからのご紹介でお友達が入会手続きを完了した場合、 ご紹介者(ハンズ)様にも 『オリジナルカップスリーブ』 をプレゼントします！ ＊特典のお渡しは、ご紹介1名様につき1個ずつとなります ＊ご紹介者様には、『会報誌バックナンバー』のお渡しはございません 例)ハンズAさん、お友達Bさん・お友達Cさんの場合 お友達Bさんにオリジナルカップスリーブ1個 お友達Cさんにオリジナルカップスリーブ1個 ハンズAさんにオリジナルカップスリーブ2個 ③年額コース乗り換えキャンペーン イベント当日、月額コースから年額コースに乗換いただいた方に、 『オリジナルカップスリーブ』＆『会報誌バックナンバー』 をプレゼント！ ＊会報誌は15号をお渡し予定です。無くなり次第、バックナンバーをお渡しします。 ＊全てのキャンペーンは、当日特典が無くなり次第終了となります 年額コース乗り換え方法 ❶既に入会中の月額の会員情報で一度ログインいただき、MY PAGEから 受付中のファンクラブ＞新規入会受付 より年額コースへのご入会手続きをお願いします。 ❷年会費入会後、月額コースの自動継続をオフにするのを忘れないようにご注意ください。 ❸MY PAGEから「石原夏織 オフィシャルファンクラブ「hand in hand」月額コース＞クレジットカード情報の登録・変更・削除」で月額コースのクレジットカード情報を削除お願いいたします。 ※年額コースのクレカ情報を削除しないようにご注意ください。 ※通常の入会導線から手続きしようとすると、「メールアドレスは登録済です」というようなメールが返ってきて、進むことができないため、ご注意ください ※当日お乗り換えの場合、入会日は2026年9月1日(火)、会員期限は2027年8月31日(火)までとなります ※8月度の月会費・年会費の一部重複分の返金及び会員期限調整はできません 特典絵柄 ​​​​​ 会場での特典引き換え方法 当日、会場にてFC受付を設けます。 新規ご入会の方は、受付にて、入会完了メール・デジタル会員証をご提示ください。 会員番号を控えさせていただきます。 また、お友達紹介キャンペーンの場合、ご紹介会員様の会員番号も控えさせていただきます。 受付にて、デジタル会員証をご提示ください。 また、必ず、対象のお友達様と共にお越しください。 年額コースへお乗り換え希望の方は、受付にてスタッフにお声がけください。 当日受付時間 先行物販開始時刻〜終演後列が途切れるまで（予定） ※公演中は、ブースを休止させていただきます。 ※配布時間は変更となる可能性がございます、時間・場所はXにてアナウンスします 新規ご入会はこちら ハンズフレンズ募集エリア FCブース横に「ハンズフレンズ募集エリア」をご用意します！ ＊配布時間：先行物販開始時刻〜缶バッジがなくなるまで イベント当日、会場で ・一緒に行動するハンズフレンズを探している ・もっと色んなハンズと仲良くなりたい！ という方は是非、FCカウンター横にお越しください✨ エリアに集まってくれたハンズには 「スタッフお手製 ハンズフレンズ募集☆缶バッジ」をお渡しします！ ＊初めましてのハンズ同士で☆ハンズトーク☆をしていただきます ※缶バッジはなくなり次第終了となります
https://ishiharakaori-fc.com/news/?id=591,2026/08/21,AR CAMERAのフレーム Vol.51を更新☆,AR CAMERAのフレームを更新しました☆ ライブビジュアルの夏織ちゃんです✨ 是非、色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=592,2026/08/24,石原夏織 LIVE 2026 「𝓐𝓢𝓞𝓥𝓘𝓥𝓐!!!」終演後コメント を更新！,MOVIE『石原夏織 LIVE 2026 「𝓐𝓢𝓞𝓥𝓘𝓥𝓐!!!」終演後コメント』を更新しました！ ▽こちらからチェック
